source,target,role
"54812","11933","Chris Thorne"
"54812","11977","Ty Webb"
"54812","14113","Dr. Grant"
"54812","14628","Irwin 'Fletch' Fletcher"
"54812","15659","Tony Carlson"
"54812","23048","The Repairman"
"54812","2687","Nick Holloway"
"54812","5825","Clark Griswold"
"54812","8388","Dusty Bottoms"
"54812","9080","Emmett Fitz-Hume"
"54812","9749","Irwin 'Fletch' Fletcher"
"54813","4011","Receptionist"
"54813","8388","Carmen"
"54815","11459","Warren Peace"
"54815","28053","Tony"
"54815","7840","D'Leh"
"54815","9954","Caleb Danvers"
"54817","103620","Judy"
"54817","16409","Susan Shine Wright"
"54817","209185","Kathleen"
"54817","8390","Kelly"
"54826","10214","Tonya Avery"
"54826","2123","Layla"
"54830","10069","October"
"54830","58232","Chloe"
"54830","8398","Grace Andrews"
"54830","9293","Beth"
"5483","409","Corporal Dade"
"54834","8398","Jim Halsey"
"5483","5471","Fisherman"
"54850","216282","Donk"
"54850","224815","Ray Reed"
"54850","8398","Takstellen Angestellter"
"54854","8408","John"
"54854","8834","Flip"
"54855","10351","Mickey Torelli"
"54855","680","Dean Martin"
"54855","8408","Captain Rhodes"
"54855","923","Officer at Police Dock"
"54856","44264","Undertaker"
"54856","8408","William McDermott"
"54859","13519","Dr. Dietz"
"54859","19384","Victor Manning"
"54859","64202","Derek Powers"
"54859","64202","Blight"
"54859","8408","Bub"
"54859","9546","Kiley"
"54864","1018","Cookie Park Hotel Manager"
"54864","1018","Club Silencio M.C."
"54864","8409","Memo Lucero"
"54865","10908","Beserko"
"54865","8409","Pomona Joe"
"54865","9067","Booga"
"54865","9793","Redding"
"54881","16320","River"
"54881","45162","Kara Zor-El"
"54881","45162","Supergirl"
"54881","74461","Gwen"
"54882","13001","Adria"
"54882","16320","Inara"
"54882","251519","Talia al Ghul"
"54918","39385","Dove"
"54918","59145","Thierry"
"54918","86868","Dov"
"549333","245775","Jean-Pierre Debord"
"54","9361","Col. Edmund Munro"
"54941","13282","Thomasina Paine"
"5494","12914","Chief Mst Sgt. Walter Harriman"
"54","9482","Warden Miller"
"5498","31175","Zinos Kazantsakis"
"5498","58232","Willy"
"5499","34069","Anna Lindbergh"
"549981","67913","Gabriela McBride"
"550014","490","Merchant at the inn (uncredited)"
"55002","11197","Rektor"
"55002","15472","Gustav Morell"
"55002","27579","Hunter #2"
"550027","8424","Sophie à 8 ans"
"550085","15658","Chris Dollanganger"
"55009","40823","André"
"55009","8440","Ezequiel"
"550110","10047","Dijon"
"550110","5528","Monsieur Langlois"
"550110","9322","l'ambassadeur"
"550110","9322","Jules"
"550134","11700","Desiree's mother"
"550135","11700","Henrik Egerman"
"550165","191121","Kundan"
"5502","10376","Danny Boodmann"
"5502","10952","Duh Duh Duh Man"
"5502","11364","Bradley"
"5502","2005","Lt. Eddie Souther"
"5502","557","Joseph 'Robbie' Robertson"
"5502","558","Joseph 'Robbie' Robertson"
"5502","559","Joseph Robertson"
"5502","925","Radio Raheem"
"5502","9437","Det. John Sampson"
"5503","10057","Queen Anne"
"5503","14208","Emily Davenport"
"55036","30127","Nogueira"
"55037","8764","General Streck"
"5503","9475","Donna"
"550552","227700","Mousey"
"550552","38961","Jody Long"
"550552","50456","Sophie"
"55061","10757","Anjali Sharma"
"55061","11854","Anjali Sharma Khanna"
"55061","19404","Simran Singh"
"55061","26022","Mandira Khan"
"55062","14134","Special Appearance"
"55062","244237","Geeta Agnihotri"
"550623","11621","Donarudo Kâchisu (voice)"
"550623","13391","Saito"
"550623","55931","Thadeus (voice)"
"550623","75629","Kouji Takao"
"55062","87827","Gita Patel"
"55063","41109","Ayesha"
"550678","11847","Lee Sang-Zen"
"550683","51608","Man-seok"
"550683","94047","Choon-Bok"
"550839","39312","Himself"
"55084","13499","William Beardsley"
"55084","165739","Nick"
"550843","124905","Elle Brody"
"550843","157370","Edie Parker"
"550843","50837","Martha"
"550843","70706","Gerry"
"550843","75638","Sally Owen"
"550843","84306","Zibby"
"550843","87516","Marie Sebastian"
"550843","92182","Sarah"
"550843","99861","Wanda Maximoff"
"550843","99861","Scarlet Witch"
"55084","8456","Jake Tyler"
"55084","9893","Steve Phillips"
"55085","10189","Angie Anderson"
"55085","106747","Miss San Antonio"
"55085","115348","Emma Jennings"
"55085","13416","Maria"
"55085","17436","Christie"
"55085","192102","Vivi Delay"
"55085","19904","Kelly Porter"
"55085","19908","406"
"55085","23514","Chenault"
"55085","33107","Stephanie"
"55085","41479","Larry Symonds"
"55085","45657","Kristen"
"55085","47327","Piper"
"55085","72525","Six"
"55085","7457","Alma"
"55085","8456","Baja Miller"
"55085","9022","Mandy Lane"
"55085","9701","Young Josey"
"55086","130267","Stunner"
"55086","13788","Mark Hardigan"
"55086","19898","Gallo"
"55086","256474","Derek Grant"
"55086","37735","Micah"
"55086","38321","Hicks"
"55086","42297","Jack"
"55086","43549","Chase"
"55086","49950","Stephen"
"55086","70578","Jonah Collins"
"55086","8456","Ryan McCarthy"
"55086","8966","James"
"55089","127585","Pietro Maximoff"
"55089","127585","Quicksilver"
"55089","143049","Alex"
"55089","23483","Todd"
"55089","70006","Max Cooperman"
"55089","8456","Max Cooperman"
"55089","9893","Russell"
"55091","44943","LCpl. Richard Guerrero"
"55091","8456","Aaron"
"55097","15373","Rule Master"
"55097","70695","Charlie"
"55097","8457","Wade"
"55101","8440","Physician"
"551020","41283","Killer"
"551020","70436","John Cantrell"
"55102","8440","Ebony"
"55103","154441","Adelson"
"55103","8440","Majestad"
"55105","8440","No Way"
"55106","8440","Deusdete"
"5511","160085","Katharina Dreher"
"5511","28938","Susanne Feldberg"
"55115","1588","Jan"
"5511","6968","Brigitte Mohnhaupt"
"551171","57361","Gim Taewon"
"5511","75969","Susanne Feldberg"
"55119","13041","El Topo"
"55119","8327","The Alchemist"
"55148","16320","Simon"
"55148","91739","Don John"
"55152","102382","Richard Parker"
"55152","11068","Steve Dunne"
"55152","11172","Sloan Cates"
"55152","1930","Richard Parker"
"55152","8643","Ethan Thomas"
"55152","9079","Victor Gaddes"
"55156","10166","Helga Eveshim"
"551783","10234","Fred"
"551894","19053","Ralphie"
"551894","2756","Schoenick"
"55192","10843","June"
"55192","11051","Mary, Mother of Jesus"
"55192","11901","Sarah Belding"
"55192","8469","Marion Wormer"
"55194","11890","Milhous"
"55194","18282","Aguilla Beckersted"
"55194","8469","Doug Neidermeyer"
"55195","8469","Robert Hoover"
"55196","8469","Mandy Pepperidge"
"55197","8469","Babs Jansen"
"55198","8469","Greg Marmalard"
"55199","8469","Stork"
"55205","10159","Knappmiller"
"55205","13416","Loie Harris"
"55205","23168","Derrick"
"55205","44833","JPJ OOD"
"55205","59961","Marine Guard"
"55205","60308","David Justice"
"55206","8469","Otis Day"
"55253","9029","Chong"
"55254","8487","Amazonia"
"55257","11675","Will Brennan"
"55257","12573","Don Milgram"
"55257","8488","Max"
"55258","11321","Sarah"
"55258","15189","Carol"
"55258","8488","Cressida Baylor"
"55259","14405","Chico (voice)"
"55259","8489","Dr. Ferdie Pacheco"
"55259","9290","Diego"
"55259","9573","Detective Ronaldo Arrango"
"55259","9896","Gus the Cabbie"
"5526","10140","Lucy Pevensie"
"5526","2454","Lucy Pevensie"
"5526","411","Lucy Pevensie"
"55265","174323","Mr. Daniels"
"55265","65762","Peter"
"55265","8491","Richard Parker"
"55266","11884","Maggie Gordon"
"55266","15356","Mrs. Moran"
"55266","18462","Regina"
"55266","8491","Gwen Saunders"
"55267","10281","Dr. Crews"
"55267","8491","Bernie Lomax"
"55269","138372","Governor Wilkes"
"55269","8491","Tawny"
"55270","10173","Charles"
"55270","9415","Cooper"
"5527","10140","Edmund Prevensie"
"55271","10403","Himself"
"55271","11474","Baseball Fury"
"55271","11814","Guy At Table"
"55271","12500","Cpl. Curtis Jackson"
"55271","16113","Bobby"
"55271","9846","Jeff Rice"
"55272","1813","Botanica Woman"
"5527","2454","Edmund Pevensie"
"5527","411","Edmund Pevensie"
"55274","6522","Sylvia"
"55274","8512","Coretta James"
"55277","16889","Sunny Carstairs"
"55278","11411","Perry White"
"55278","1924","Perry White"
"55278","8536","Perry White"
"55278","9531","Perry White"
"5528","10140","Peter Pevensie"
"5528","2454","Peter Pevensie"
"5528","411","Peter Pevensie"
"5529","10140","Susan Pevensie"
"5529","119431","Chyler Silva"
"5529","2454","Susan Pevensie"
"5529","3635","Maertge"
"5529","411","Susan Pevensie"
"553005","121835","Bäuerin"
"553009","617","Hooker"
"5530","11823","Carl Colt"
"5530","127585","Professor Charles Xavier (Past)"
"5530","14055","Brian Jackson"
"5530","1523","Dr. Nicholas Garrigan"
"5530","192936","Leto Atreides II"
"5530","2977","Tom Lefroy"
"5530","411","Mr. Tumnus, the Faun"
"5530","4347","Robbie Turner"
"5530","45772","Gnomeo (voice)"
"5530","49538","Charles Xavier"
"5530","51052","Arthur"
"5530","60309","Frederick Aiken"
"5530","68727","Simon"
"5530","7985","Johnny"
"5530","7985","Max"
"5530","85889","Bruce Robertson"
"5530","8909","Wesley Gibson"
"5530","93828","Max Lewinsky"
"5531","11976","Blunder"
"5531","411","Ginarrbrik"
"55314","14047","Pearl Farmer"
"55314","14462","FBI Ag. Eugenie Rose"
"55314","16186","Helen"
"55314","8470","Denise Archibald"
"55314","9400","Tisean"
"55315","8470","Mike Archibald"
"55317","10024","Aunt Kelly"
"553173","13964","Yoshie"
"55317","7457","Wanda Haynes"
"55317","8470","Julie Bird"
"553289","9606","Hige-Oyaji"
"553509","11114","Nora"
"553509","27932","Sister Ruth"
"553509","66195","Cathy Knight"
"553565","78049","Silda"
"553735","10014","Victim (uncredited)"
"553735","105","Student (uncredited)"
"5537","411","Older Susan"
"553743","10131","Coach"
"553744","10131","Girl"
"553762","10160","Dinner Guest (uncredited)"
"553772","11596","Script Supervisor"
"5538","116613","Jack Regan"
"5538","11826","Gary „Gal“ Dove"
"5538","12201","Darius Jedburgh"
"5538","1422","Mr. French"
"5538","16608","Captain Morris Stanley"
"5538","17577","Blakely"
"5538","217","Mac"
"5538","2289","Teague"
"5538","2310","Beowulf"
"5538","2310","Golden Man"
"5538","2310","Dragon"
"5538","411","Mr. Beaver"
"5538","44826","Uncle Claude"
"5538","44896","Bad Bill (voice)"
"5538","44982","Ronald Lynn"
"5538","48838","Gant"
"5538","58595","Gort"
"5538","8676","Moe Fitch"
"5538","86834","Tubal Cain"
"5538","9477","Bors"
"5539","14836","Miss Forcible (voice)"
"55392","1266","Grace Garcia"
"5539","411","Mrs. Beaver"
"5539","50135","Angie"
"55395","1266","Grill"
"5539","6641","Die Therapeutin"
"55398","10191","Phlegma the Fierce"
"55398","45772","Nanette (voice)"
"55398","51052","Bryony"
"553985","929","Apache Pilot"
"55398","72197","The Surprisingly Curvaceous Pirate (voice)"
"55398","75802","Fanny"
"554093","2155","The Alamo"
"55411","83542","Autua"
"55411","83542","Lester Rey"
"55411","83542","Duophsyte"
"55412","9543","Seso"
"55422","13539","Jennifer Cavanaugh"
"55422","13824","Evian Carrie Graham"
"55422","19766","G2"
"55422","8357","Jennifer"
"55422","9820","Meredith Blake"
"554248","10407","Karol"
"554250","346","Rikichi's Wife"
"55425","8357","Elliot"
"55432","11286","The Sheik"
"55432","11950","The Sheik"
"55432","9647","Jacob Marley"
"55433","8358","Bettina Peterson"
"55435","8358","Dick Peterson"
"554452","11101","Wölk"
"55463","17436","Rachel"
"55463","72105","Tracy"
"55463","8617","Claire"
"55463","9793","Amber"
"55464","8617","Michael"
"55466","13092","Post Modern Review Staff"
"55466","16866","Soldier Vernkot (voice)"
"55466","18238","Fletch"
"55466","198277","Steve"
"55466","209361","Paul Potts"
"55466","38745","Jinks"
"55466","50135","Billy"
"55466","52451","Planchet"
"55467","15163","James Stephen"
"55467","16342","Jonah"
"55467","23047","Debelzaq"
"55467","58233","Prime Minister"
"55467","8848","Kevin Swain"
"55468","11236","Dickon"
"55469","72197","The Albino Pirate (voice)"
"55469","84204","Dr. Adam Smith"
"55470","102362","Darcy"
"55470","11631","Sky"
"55470","12783","Grey"
"55470","136797","Dino Brewster"
"55470","14055","Spencer"
"55470","1771","Howard Stark"
"55470","211387","Howard Stark"
"55470","240916","Mitch Brockden"
"55470","24684","Danny"
"55470","38961","Ben Sergeant"
"55470","49017","Mehmed"
"55470","62630","Latif Yahia"
"55470","62630","Uday Hussein"
"55470","72331","Henry Sturgess"
"55470","75900","Milton Greene"
"55471","29963","Mr. Severn"
"55493","11023","Mason Freeland"
"55493","11171","Brian"
"55493","14623","Alan Tracy"
"554934","123025","Son of Batman"
"554934","123025","Rookie Cop (voice)"
"554934","142061","Son of Batman"
"554934","62931","Kuma"
"55493","50837","Watts"
"55493","62215","Tim"
"55493","8461","Peter"
"55494","161321","Cory"
"55494","8461","Georgie"
"555134","10562","Isabella"
"555311","22074","Himself"
"55536","109431","Diana"
"55536","109439","Cassie"
"55536","11615","Nico the Goth Girl"
"55536","12994","Margaret"
"55536","12994","Melissa"
"55536","12994","Mary"
"55536","136795","Shannon Mullins"
"55536","226486","Tammy"
"55536","34806","Carol"
"55536","38408","DeeDee"
"55536","4327","Doris"
"55536","55721","Megan"
"55536","89492","Catherine"
"55536","9430","Sandra"
"55541","146304","Brian"
"55541","9042","Tyler McAllister"
"55546","10052","Suicide Girl"
"55547","8869","Bret"
"55549","9061","Delores Rodriguez"
"55554","11015","McNally"
"55554","11584","Chuck"
"55554","156708","Jack"
"55554","2108","Carl"
"55554","8850","Duke Rollins"
"55557","10406","Matt Wilson"
"55557","10502","Douglas Hall, Gloria's Boyfriend"
"55567","10023","Connie Swail"
"55567","8769","Leigh Cabot"
"55582","8665","Anatoly"
"55583","14623","John Tracy"
"55583","260063","Case"
"55583","8665","Kornilov"
"55584","5471","Grendel"
"55584","8665","Gorelov"
"55587","8665","Kuryshev"
"555890","143","Gérard Duval"
"555903","770","Big Sam - Field Foreman"
"55591","8665","Maxim"
"55591","91333","Prospect"
"55591","9424","Dickie Atkinson"
"55591","9989","Larry Banks"
"556036","9466","Pinky Virdon"
"55614","11559","Patrick"
"55614","240916","Stuart Wilson"
"55614","8669","Len Arbuckle"
"55615","212716","Dalia"
"55615","74018","Bev Van Ravensway"
"55615","8669","Whitney Drummond"
"55615","93837","Cotton"
"55624","14013","Squeak Scolari"
"55624","8675","Ben Chapleski"
"556275","133121","Leon S. Kennedy"
"556275","169934","Iron Man"
"556275","169934","Tony Stark"
"5563","10403","Himself"
"5563","11176","El Sleezo Cafe Owner"
"5563","11422","Capt. Vinton Maddox"
"5563","11888","James 'Thunder Jack' Johnson"
"5563","336","John H. Mallory"
"5563","4808","Tex Panthollow"
"5563","585","Waternoose"
"55635","8677","Marie St. Jacques"
"5563","5925","Flying Officer Louis Sedgwick The Manufacturer"
"55636","10008","John Bell"
"55636","101299","President Snow"
"55636","10206","Merrick Jamison-Smythe"
"55636","11398","Douglas Thomas"
"55636","11583","Robert Agar"
"55636","11589","Sgt. Oddball (tank commander)"
"55636","11598","le serveur maladroit"
"55636","11850","Dr. Matthew Bennell"
"55636","12117","Ben Hillard"
"55636","152742","Billy"
"55636","1645","Lucien Wilbanks"
"55636","1654","Vernon Pinkley"
"55636","16577","General Stone (voice)"
"55636","16619","Calvin Jarrett"
"55636","172106","John Lester"
"55636","2114","Dr. Cid ( voice )"
"55636","2289","Reverend Monroe"
"55636","2355","Richter Raines"
"55636","27582","Harry Mckenna"
"5563","6279","Mr. Crisp"
"55636","283384","Father Price"
"55636","2924","Ronald Bartel"
"55636","3870","Attila"
"55636","4348","Mr. Bennet"
"55636","49494","Aquila"
"55636","51540","Jack Pellit"
"55636","5551","Jerry O`Neill"
"55636","651","Captain Benjamin Franklin 'Hawkeye' Pierce"
"55636","6950","Donald McClintock"
"55636","70160","President Snow"
"55636","820","X"
"55636","83191","Flint"
"55636","8469","Dave Jennings"
"55636","8676","Nigel Honeycutt"
"55636","8984","Bob Garvin"
"55636","9411","Lt. Stanton"
"55636","9423","Captain Robert Everton"
"55636","9654","John Bridger"
"55636","9972","Warden Drumgoole"
"55637","8676","Curtis"
"55637","9812","Jary"
"55638","109414","Kevin Hart"
"55638","11260","Nr. 17"
"55638","11918","Trey"
"55638","12657","Nashawn"
"55638","168530","Ben"
"55638","181330","Himself"
"55638","184098","Cedric"
"55638","222899","Bernie"
"55638","27866","Himself"
"55638","34803","Brian"
"55638","4256","CJ"
"55638","4257","CJ"
"55638","64807","Dante Slate, Jr."
"55638","67660","Cedric"
"55638","72207","Doug"
"55638","74510","Himself"
"55638","8676","Bigg Bunny"
"5563","9086","John Simpson Chisum"
"5563","9268","WitSec Chief Beller"
"5563","9292","George Kaplan"
"5563","9327","Harlan Hartley"
"5563","9359","Commodore Duvall"
"5563","966","Britt"
"55643","10395","Maude"
"556436","43933","U.S. Soldier"
"55645","10399","Maria Bertram Rushworth"
"55648","557","Tugboat Captain"
"55648","8689","Harold Monroe"
"55650","8689","Mark Tomaso"
"5565","336","Santerna"
"55673","15189","Mark"
"55673","2179","Lil' JB"
"5567","336","Dr. Villega"
"55673","8457","Ryan"
"5567","3870","Giovanni"
"55674","11937","Xixo"
"55674","8393","Xixo"
"55680","138697","Himself (Adult Film Clip)"
"556829","170657","Fourth Goblin"
"556829","170657","Little Sister"
"55688","8696","Jessie"
"55689","83191","Captain Smollett"
"55689","86467","Charles Forestier"
"55689","8696","Lawrence Sertain"
"556942","173210","Himself"
"55700","11571","Groom"
"5570","19204","Dr. John McCabe"
"5570","336","John's friend Sean Nolan"
"55710","9718","Terry Cheveaux"
"5571","336","Miguel"
"5572","110354","Himself"
"55725","11975","Billy Porter"
"557299","71254","Mexican Bartender"
"55730","8703","Dora"
"55732","8703","Vinzek"
"557414","203217","Carlos Alberto"
"55751","15268","Chun-Li"
"5575","13475","Vulcan Council Member"
"55751","9352","Fiona"
"55755","124905","Captain Russell Hampton"
"55755","134371","Eddie Willers"
"55755","1538","Traffic Cop #1"
"55755","16158","Slim"
"55755","35688","Mike"
"55755","37686","Overmyer"
"55755","8413","Cooper"
"55755","9437","Seth Samuel"
"55757","11829","Sheriff"
"557592","249021","Officer Jackson"
"5576","10003","Simon Templar"
"5576","10537","Jim Morrison"
"5576","10586","Col. John Henry Patterson"
"5576","11169","Scott"
"5576","11699","Stevie Pruit"
"5576","11969","Doc Holliday"
"5576","12146","Lt. Jim Ducharme"
"5576","12177","himself"
"5576","12509","Willem DeKooning"
"5576","13012","John Smith"
"5576","14370","Chris Knight"
"5576","151960","Bravo (voice)"
"5576","16617","Jake Harris"
"5576","192132","Stewart"
"5576","1966","Philip"
"5576","319","Mentor"
"5576","37931","Dieter Von Cunth"
"5576","414","Batman"
